Chromosome,Strand,Start,End,Methylation_Percentage,GeneName,Tissue,Length,Median_CG_Content
chr1,+,143804025,143804026,0,TRV-CAC1-5,brain,72,60.0
chr1,-,143804026,143804027,0,TRV-CAC1-5,brain,72,60.0
chr1,+,143804027,143804028,0,TRV-CAC1-5,brain,72,60.0
chr1,-,143804028,143804029,0,TRV-CAC1-5,brain,72,60.0
chr1,+,143804036,143804037,0,TRV-CAC1-5,brain,72,60.0
chr1,-,143804037,143804038,0,TRV-CAC1-5,brain,72,60.0
chr1,+,143804040,143804041,0,TRV-CAC1-5,brain,72,60.0
chr1,-,143804041,143804042,0,TRV-CAC1-5,brain,72,60.0
chr1,+,143804059,143804060,0,TRV-CAC1-5,brain,72,60.0
chr1,-,143804060,143804061,0,TRV-CAC1-5,brain,72,60.0
chr1,+,144419276,144419277,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,-,144419277,144419278,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,+,144419282,144419283,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,-,144419283,144419284,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,+,144419289,144419290,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,-,144419290,144419291,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,+,144419295,144419296,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,-,144419296,144419297,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,+,144419306,144419307,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,-,144419307,144419308,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,+,144419322,144419323,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,+,144419338,144419339,0,tRNA-Asn-GTT-3-2,brain,73,60.0
chr1,-,144567515,144567516,0,TRN-GTT2-4,brain,73,60.0
chr1,-,144567531,144567532,0,TRN-GTT2-4,brain,73,60.0
chr1,-,144567547,144567548,0,TRN-GTT2-4,brain,73,60.0
chr1,-,144567558,144567559,0,TRN-GTT2-4,brain,73,60.0
chr1,-,144567562,144567563,0,TRN-GTT2-4,brain,73,60.0
chr1,-,144567564,144567565,0,TRN-GTT2-4,brain,73,60.0
chr1,-,144567571,144567572,0,TRN-GTT2-4,brain,73,60.0
chr1,-,144567577,144567578,0,TRN-GTT2-4,brain,73,60.0
chr1,+,145157161,145157162,0,Val-tRNA,brain,72,40.0
chr1,-,145157162,145157163,0,Val-tRNA,brain,72,40.0
chr1,+,145157184,145157185,0,Val-tRNA,brain,72,40.0
chr1,-,145157185,145157186,0,Val-tRNA,brain,72,40.0
chr1,+,145157193,145157194,0,Val-tRNA,brain,72,40.0
chr1,-,145157194,145157195,0,Val-tRNA,brain,72,40.0
chr1,+,145157195,145157196,0,Val-tRNA,brain,72,40.0
chr1,-,145157196,145157197,0,Val-tRNA,brain,72,40.0
chr1,+,145157206,145157207,0,Val-tRNA,brain,72,40.0
chr1,-,145157207,145157208,0,Val-tRNA,brain,72,40.0
chr1,+,145157211,145157212,0,Val-tRNA,brain,72,40.0
chr1,-,145157212,145157213,0,Val-tRNA,brain,72,40.0
chr1,+,146035717,146035718,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,-,146035718,146035719,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,+,146035720,146035721,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,-,146035721,146035722,33,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,+,146035729,146035730,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,-,146035730,146035731,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,+,146035732,146035733,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,-,146035733,146035734,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,+,146035734,146035735,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,-,146035735,146035736,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,+,146035739,146035740,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,-,146035740,146035741,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,+,146035745,146035746,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,-,146035746,146035747,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,+,146035752,146035753,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,-,146035753,146035754,0,tRNA-Glu-CTC-1-2,brain,71,60.0
chr1,+,146039403,146039404,0,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,-,146039404,146039405,0,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,+,146039416,146039417,0,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,-,146039417,146039418,0,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,+,146039447,146039448,0,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,-,146039448,146039449,0,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,+,146039455,146039456,11,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,-,146039456,146039457,0,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,+,146039464,146039465,0,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,-,146039465,146039466,0,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,+,146039471,146039472,0,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,-,146039472,146039473,11,tRNA-Lys-CTT-2-1,brain,72,60.0
chr1,+,148280156,148280157,0,Random520,brain,686,60.0
chr1,-,148280157,148280158,0,Random520,brain,686,60.0
chr1,+,148280160,148280161,25,Random520,brain,686,60.0
chr1,-,148280161,148280162,33,Random520,brain,686,60.0
chr1,+,148280212,148280213,0,Random520,brain,686,60.0
chr1,-,148280213,148280214,0,Random520,brain,686,60.0
chr1,+,148280252,148280253,0,Random520,brain,686,60.0
chr1,-,148280253,148280254,0,Random520,brain,686,60.0
chr1,+,148280254,148280255,0,Random520,brain,686,60.0
chr1,-,148280255,148280256,0,Random520,brain,686,60.0
chr1,+,148280315,148280316,0,Random520,brain,686,60.0
chr1,-,148280316,148280317,0,Random520,brain,686,60.0
chr1,+,148280332,148280333,0,Random520,brain,686,60.0
chr1,-,148280333,148280334,0,Random520,brain,686,60.0
chr1,+,148280371,148280372,0,Random520,brain,686,60.0
chr1,-,148280372,148280373,0,Random520,brain,686,60.0
chr1,+,148280433,148280434,0,Random520,brain,686,60.0
chr1,-,148280434,148280435,0,Random520,brain,686,60.0
chr1,+,148280447,148280448,0,Random520,brain,686,60.0
chr1,-,148280448,148280449,14,Random520,brain,686,60.0
chr1,+,148280455,148280456,0,Random520,brain,686,60.0
chr1,-,148280456,148280457,20,Random520,brain,686,60.0
chr1,+,148280462,148280463,0,Random520,brain,686,60.0
chr1,-,148280463,148280464,0,Random520,brain,686,60.0
chr1,+,148280464,148280465,0,Random520,brain,686,60.0
chr1,-,148280465,148280466,12,Random520,brain,686,60.0
chr1,+,148280471,148280472,0,Random520,brain,686,60.0
chr1,-,148280472,148280473,0,Random520,brain,686,60.0
chr1,+,148280547,148280548,0,Random520,brain,686,60.0
chr1,-,148280548,148280549,0,Random520,brain,686,60.0
chr1,+,148280594,148280595,0,Random520,brain,686,60.0
chr1,-,148280595,148280596,0,Random520,brain,686,60.0
chr1,+,148280609,148280610,0,Random520,brain,686,60.0
chr1,-,148280610,148280611,0,Random520,brain,686,60.0
chr1,+,148280655,148280656,0,Random520,brain,686,60.0
chr1,-,148280656,148280657,0,Random520,brain,686,60.0
chr1,+,148280700,148280701,0,Random520,brain,686,60.0
chr1,-,148280701,148280702,0,Random520,brain,686,60.0
chr1,+,148280716,148280717,0,Random520,brain,686,60.0
chr1,-,148280717,148280718,0,Random520,brain,686,60.0
chr1,+,148280753,148280754,0,Random520,brain,686,60.0
chr1,-,148280754,148280755,0,Random520,brain,686,60.0
chr1,+,148280769,148280770,0,Random520,brain,686,60.0
chr1,-,148280770,148280771,0,Random520,brain,686,60.0
chr1,+,148280785,148280786,0,Random520,brain,686,60.0
chr1,-,148280786,148280787,0,Random520,brain,686,60.0
chr1,+,148280796,148280797,0,Random520,brain,686,60.0
chr1,+,148280813,148280814,0,Random520,brain,686,60.0
chr1,+,150045447,150045448,100,TRA-AGC20-1,brain,70,60.0
chr1,-,150045448,150045449,85,TRA-AGC20-1,brain,70,60.0
chr1,+,150045451,150045452,100,TRA-AGC20-1,brain,70,60.0
chr1,-,150045452,150045453,100,TRA-AGC20-1,brain,70,60.0
chr1,+,153671259,153671260,0,TRX-CAT1-5,brain,71,60.0
chr1,-,153671260,153671261,14,TRX-CAT1-5,brain,71,60.0
chr1,+,153671264,153671265,0,TRX-CAT1-5,brain,71,60.0
chr1,-,153671265,153671266,0,TRX-CAT1-5,brain,71,60.0
chr1,+,153671270,153671271,0,TRX-CAT1-5,brain,71,60.0
chr1,-,153671271,153671272,0,TRX-CAT1-5,brain,71,60.0
chr1,+,153671295,153671296,0,TRX-CAT1-5,brain,71,60.0
chr1,-,153671296,153671297,0,TRX-CAT1-5,brain,71,60.0
chr1,+,153671303,153671304,0,TRX-CAT1-5,brain,71,60.0
chr1,-,153671304,153671305,0,TRX-CAT1-5,brain,71,60.0
chr1,+,155972550,155972551,100,Random748,brain,269,40.0
chr1,-,155972551,155972552,100,Random748,brain,269,40.0
chr1,+,155972777,155972778,100,Random748,brain,269,40.0
chr1,-,155972778,155972779,94,Random748,brain,269,40.0
chr1,+,155972793,155972794,100,Random748,brain,269,40.0
chr1,-,155972794,155972795,82,Random748,brain,269,40.0
chr1,+,156961354,156961355,100,Random188,brain,1061,40.0
chr1,-,156961355,156961356,100,Random188,brain,1061,40.0
chr1,+,156961521,156961522,100,Random188,brain,1061,40.0
chr1,-,156961522,156961523,100,Random188,brain,1061,40.0
chr1,+,156961676,156961677,90,Random188,brain,1061,40.0
chr1,-,156961677,156961678,86,Random188,brain,1061,40.0
chr1,+,156961722,156961723,100,Random188,brain,1061,40.0
chr1,-,156961723,156961724,92,Random188,brain,1061,40.0
chr1,+,156961842,156961843,0,Random188,brain,1061,40.0
chr1,-,156961843,156961844,14,Random188,brain,1061,40.0
chr1,+,156961894,156961895,100,Random188,brain,1061,40.0
chr1,-,156961895,156961896,100,Random188,brain,1061,40.0
chr1,+,156962062,156962063,100,Random188,brain,1061,40.0
chr1,-,156962063,156962064,47,Random188,brain,1061,40.0
chr1,-,156962113,156962114,95,Random188,brain,1061,40.0
chr1,-,156962146,156962147,96,Random188,brain,1061,40.0
chr1,+,156962351,156962352,100,Random188,brain,1061,40.0
chr1,-,156962352,156962353,100,Random188,brain,1061,40.0
chr1,+,156962379,156962380,100,Random188,brain,1061,40.0
chr1,-,156962380,156962381,84,Random188,brain,1061,40.0
chr1,+,158248923,158248924,0,Random107,brain,273,40.0
chr1,-,158248924,158248925,0,Random107,brain,273,40.0
chr1,+,158249026,158249027,0,Random107,brain,273,40.0
chr1,-,158249027,158249028,0,Random107,brain,273,40.0
chr1,+,161440829,161440830,0,TRD-GTC2-8,brain,71,60.0
chr1,-,161440830,161440831,0,TRD-GTC2-8,brain,71,60.0
chr1,+,161440832,161440833,0,TRD-GTC2-8,brain,71,60.0
chr1,-,161440833,161440834,0,TRD-GTC2-8,brain,71,60.0
chr1,+,161440840,161440841,0,TRD-GTC2-8,brain,71,60.0
chr1,-,161440841,161440842,0,TRD-GTC2-8,brain,71,60.0
chr1,+,161440847,161440848,0,TRD-GTC2-8,brain,71,60.0
chr1,-,161440848,161440849,0,TRD-GTC2-8,brain,71,60.0
chr1,+,161440855,161440856,0,TRD-GTC2-8,brain,71,60.0
chr1,+,161440857,161440858,0,TRD-GTC2-8,brain,71,60.0
chr1,+,161440866,161440867,0,TRD-GTC2-8,brain,71,60.0
chr1,+,161523855,161523856,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,-,161523856,161523857,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,+,161523862,161523863,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,-,161523863,161523864,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,+,161523868,161523869,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,-,161523869,161523870,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,+,161523877,161523878,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,-,161523878,161523879,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,+,161523879,161523880,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,-,161523880,161523881,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,+,161523888,161523889,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,-,161523889,161523890,0,tRNA-Gly-GCC-2-4,brain,70,60.0
chr1,+,161540250,161540251,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,-,161540251,161540252,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,+,161540256,161540257,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,-,161540257,161540258,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,+,161540263,161540264,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,-,161540264,161540265,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,+,161540265,161540266,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,-,161540266,161540267,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,+,161540269,161540270,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,-,161540270,161540271,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,+,161540280,161540281,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,-,161540281,161540282,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,+,161540296,161540297,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,-,161540297,161540298,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,+,161540312,161540313,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,-,161540313,161540314,0,tRNA-Asn-GTT-1-1,brain,73,60.0
chr1,+,161612718,161612719,0,TRE-TTC5-1,brain,71,60.0
chr1,-,161612719,161612720,0,TRE-TTC5-1,brain,71,60.0
chr1,+,161612763,161612764,0,TRE-TTC5-1,brain,71,60.0
chr1,-,161612764,161612765,0,TRE-TTC5-1,brain,71,60.0
chr1,+,161612765,161612766,0,TRE-TTC5-1,brain,71,60.0
chr1,-,161612766,161612767,0,TRE-TTC5-1,brain,71,60.0
chr1,+,161612771,161612772,0,TRE-TTC5-1,brain,71,60.0
chr1,-,161612772,161612773,0,TRE-TTC5-1,brain,71,60.0
chr1,+,161612778,161612779,0,TRE-TTC5-1,brain,71,60.0
chr1,-,161612779,161612780,0,TRE-TTC5-1,brain,71,60.0
chr1,+,161612785,161612786,0,TRE-TTC5-1,brain,71,60.0
chr1,-,161612786,161612787,0,TRE-TTC5-1,brain,71,60.0
chr1,+,166615678,166615679,12,Random544,brain,625,20.0
chr1,-,166615679,166615680,6,Random544,brain,625,20.0
chr1,+,166616022,166616023,0,Random544,brain,625,20.0
chr1,-,166616023,166616024,7,Random544,brain,625,20.0
chr1,+,166616041,166616042,0,Random544,brain,625,20.0
chr1,-,166616042,166616043,14,Random544,brain,625,20.0
chr1,+,168599429,168599430,94,Random86,brain,923,40.0
chr1,-,168599430,168599431,92,Random86,brain,923,40.0
chr1,+,168599533,168599534,26,Random86,brain,923,40.0
chr1,-,168599534,168599535,80,Random86,brain,923,40.0
chr1,+,168599549,168599550,100,Random86,brain,923,40.0
chr1,-,168599550,168599551,100,Random86,brain,923,40.0
chr1,+,168599748,168599749,62,Random86,brain,923,40.0
chr1,-,168599749,168599750,66,Random86,brain,923,40.0
chr1,+,168599945,168599946,95,Random86,brain,923,40.0
chr1,-,168599946,168599947,100,Random86,brain,923,40.0
chr1,+,168600224,168600225,50,Random86,brain,923,40.0
chr1,-,168600225,168600226,50,Random86,brain,923,40.0
chr1,+,190425874,190425875,16,Random597,brain,713,40.0
chr1,-,190425875,190425876,27,Random597,brain,713,40.0
chr1,+,190426132,190426133,56,Random597,brain,713,40.0
chr1,-,190426133,190426134,55,Random597,brain,713,40.0
chr1,+,190426174,190426175,15,Random597,brain,713,40.0
chr1,-,190426175,190426176,0,Random597,brain,713,40.0
chr1,+,190426355,190426356,100,Random597,brain,713,40.0
chr1,-,190426356,190426357,50,Random597,brain,713,40.0
chr1,+,190426471,190426472,77,Random597,brain,713,40.0
chr1,-,190426472,190426473,77,Random597,brain,713,40.0
chr1,+,193560114,193560115,0,Random102,brain,801,40.0
chr1,-,193560115,193560116,0,Random102,brain,801,40.0
chr1,+,193560383,193560384,100,Random102,brain,801,40.0
chr1,-,193560384,193560385,88,Random102,brain,801,40.0
chr1,+,193560394,193560395,100,Random102,brain,801,40.0
chr1,-,193560395,193560396,40,Random102,brain,801,40.0
chr1,-,193560426,193560427,85,Random102,brain,801,40.0
chr1,+,193560625,193560626,33,Random102,brain,801,40.0
chr1,-,193560626,193560627,77,Random102,brain,801,40.0
chr1,+,193560728,193560729,30,Random102,brain,801,40.0
chr1,-,193560729,193560730,65,Random102,brain,801,40.0
chr1,+,195515490,195515491,45,Random430,brain,1427,20.0
chr1,-,195515491,195515492,33,Random430,brain,1427,20.0
chr1,+,195515819,195515820,16,Random430,brain,1427,20.0
chr1,-,195515820,195515821,22,Random430,brain,1427,20.0
chr1,+,195516639,195516640,53,Random430,brain,1427,20.0
chr1,-,195516640,195516641,43,Random430,brain,1427,20.0
chr1,+,195516718,195516719,61,Random430,brain,1427,20.0
chr1,-,195516719,195516720,57,Random430,brain,1427,20.0
chr1,+,204506529,204506530,0,TRK-TTT3-2,brain,72,60.0
chr1,-,204506530,204506531,0,TRK-TTT3-2,brain,72,60.0
chr1,+,204506542,204506543,0,TRK-TTT3-2,brain,72,60.0
chr1,-,204506543,204506544,0,TRK-TTT3-2,brain,72,60.0
chr1,+,204506593,204506594,8,TRK-TTT3-2,brain,72,60.0
chr1,-,204506594,204506595,0,TRK-TTT3-2,brain,72,60.0
chr1,+,204506597,204506598,0,TRK-TTT3-2,brain,72,60.0
chr1,-,204506598,204506599,0,TRK-TTT3-2,brain,72,60.0
chr1,+,205729880,205729881,90,Random994,brain,212,60.0
chr1,-,205729881,205729882,100,Random994,brain,212,60.0
chr1,+,205729968,205729969,87,Random994,brain,212,60.0
chr1,-,205729969,205729970,100,Random994,brain,212,60.0
chr1,+,217639416,217639417,62,Random358,brain,994,20.0
chr1,-,217639417,217639418,100,Random358,brain,994,20.0
chr1,+,217639442,217639443,100,Random358,brain,994,20.0
chr1,-,217639443,217639444,60,Random358,brain,994,20.0
chr1,+,217639648,217639649,90,Random358,brain,994,20.0
chr1,-,217639649,217639650,94,Random358,brain,994,20.0
chr1,+,217639876,217639877,83,Random358,brain,994,20.0
chr1,-,217639877,217639878,91,Random358,brain,994,20.0
chr1,+,217639924,217639925,100,Random358,brain,994,20.0
chr1,-,217639925,217639926,82,Random358,brain,994,20.0
chr1,+,222465051,222465052,0,TRT-TGT2-1,brain,72,60.0
chr1,-,222465052,222465053,9,TRT-TGT2-1,brain,72,60.0
chr1,+,222465053,222465054,0,TRT-TGT2-1,brain,72,60.0
chr1,-,222465054,222465055,0,TRT-TGT2-1,brain,72,60.0
chr1,+,222465059,222465060,0,TRT-TGT2-1,brain,72,60.0
chr1,-,222465060,222465061,0,TRT-TGT2-1,brain,72,60.0
chr1,+,222465066,222465067,0,TRT-TGT2-1,brain,72,60.0
chr1,-,222465067,222465068,10,TRT-TGT2-1,brain,72,60.0
chr1,+,224841690,224841691,28,Random491,brain,1291,40.0
chr1,-,224841691,224841692,33,Random491,brain,1291,40.0
chr1,+,224841754,224841755,85,Random491,brain,1291,40.0
chr1,-,224841755,224841756,100,Random491,brain,1291,40.0
chr1,+,224841775,224841776,100,Random491,brain,1291,40.0
chr1,-,224841776,224841777,100,Random491,brain,1291,40.0
chr1,+,224842048,224842049,0,Random491,brain,1291,40.0
chr1,+,224842170,224842171,85,Random491,brain,1291,40.0
chr1,+,224842341,224842342,72,Random491,brain,1291,40.0
chr1,-,224842342,224842343,100,Random491,brain,1291,40.0
chr1,+,224842716,224842717,72,Random491,brain,1291,40.0
chr1,-,224842717,224842718,66,Random491,brain,1291,40.0
chr1,+,224842740,224842741,30,Random491,brain,1291,40.0
chr1,-,224842741,224842742,75,Random491,brain,1291,40.0
chr1,+,225449638,225449639,100,Random246,brain,602,60.0
chr1,-,225449639,225449640,100,Random246,brain,602,60.0
chr1,+,225449661,225449662,25,Random246,brain,602,60.0
chr1,-,225449662,225449663,60,Random246,brain,602,60.0
chr1,+,225449693,225449694,50,Random246,brain,602,60.0
chr1,-,225449694,225449695,66,Random246,brain,602,60.0
chr1,+,225449769,225449770,100,Random246,brain,602,60.0
chr1,-,225449770,225449771,100,Random246,brain,602,60.0
chr1,+,225449804,225449805,81,Random246,brain,602,60.0
chr1,-,225449805,225449806,100,Random246,brain,602,60.0
chr1,+,225449854,225449855,83,Random246,brain,602,60.0
chr1,-,225449855,225449856,50,Random246,brain,602,60.0
chr1,+,225449897,225449898,83,Random246,brain,602,60.0
chr1,-,225449898,225449899,100,Random246,brain,602,60.0
chr1,+,225450004,225450005,92,Random246,brain,602,60.0
chr1,-,225450005,225450006,100,Random246,brain,602,60.0
chr1,+,225450063,225450064,100,Random246,brain,602,60.0
chr1,-,225450064,225450065,100,Random246,brain,602,60.0
chr1,+,225450183,225450184,100,Random246,brain,602,60.0
chr1,-,225450184,225450185,100,Random246,brain,602,60.0
chr1,+,233431100,233431101,50,Random287,brain,983,40.0
chr1,-,233431101,233431102,83,Random287,brain,983,40.0
chr1,+,233431106,233431107,75,Random287,brain,983,40.0
chr1,-,233431107,233431108,50,Random287,brain,983,40.0
chr1,+,233431130,233431131,56,Random287,brain,983,40.0
chr1,-,233431131,233431132,80,Random287,brain,983,40.0
chr1,+,233431151,233431152,25,Random287,brain,983,40.0
chr1,-,233431152,233431153,12,Random287,brain,983,40.0
chr1,+,233431384,233431385,87,Random287,brain,983,40.0
chr1,-,233431385,233431386,88,Random287,brain,983,40.0
chr1,+,233431424,233431425,25,Random287,brain,983,40.0
chr1,-,233431425,233431426,27,Random287,brain,983,40.0
chr1,+,233431489,233431490,44,Random287,brain,983,40.0
chr1,-,233431490,233431491,54,Random287,brain,983,40.0
chr1,+,233431504,233431505,60,Random287,brain,983,40.0
chr1,-,233431505,233431506,80,Random287,brain,983,40.0
chr1,+,233431539,233431540,16,Random287,brain,983,40.0
chr1,-,233431540,233431541,64,Random287,brain,983,40.0
chr1,+,233431575,233431576,50,Random287,brain,983,40.0
chr1,-,233431576,233431577,79,Random287,brain,983,40.0
chr1,+,233431655,233431656,66,Random287,brain,983,40.0
chr1,-,233431656,233431657,84,Random287,brain,983,40.0
chr1,+,233431836,233431837,57,Random287,brain,983,40.0
chr1,-,233431837,233431838,0,Random287,brain,983,40.0
chr1,+,233431882,233431883,71,Random287,brain,983,40.0
chr1,-,233431883,233431884,100,Random287,brain,983,40.0
chr1,+,233431952,233431953,100,Random287,brain,983,40.0
chr1,-,233431953,233431954,83,Random287,brain,983,40.0
chr1,+,240381459,240381460,87,Random588,brain,1090,40.0
chr1,-,240381460,240381461,91,Random588,brain,1090,40.0
chr1,+,240381489,240381490,66,Random588,brain,1090,40.0
chr1,-,240381490,240381491,31,Random588,brain,1090,40.0
chr1,+,240381531,240381532,100,Random588,brain,1090,40.0
chr1,-,240381532,240381533,92,Random588,brain,1090,40.0
chr1,+,240381577,240381578,50,Random588,brain,1090,40.0
chr1,-,240381578,240381579,92,Random588,brain,1090,40.0
chr1,+,240381617,240381618,100,Random588,brain,1090,40.0
chr1,-,240381618,240381619,100,Random588,brain,1090,40.0
chr1,+,240382174,240382175,92,Random588,brain,1090,40.0
chr1,-,240382175,240382176,100,Random588,brain,1090,40.0
chr1,+,240382391,240382392,86,Random588,brain,1090,40.0
chr1,-,240382392,240382393,100,Random588,brain,1090,40.0
chr1,+,240382434,240382435,94,Random588,brain,1090,40.0
chr1,-,240382435,240382436,100,Random588,brain,1090,40.0
chr10,+,9548118,9548119,11,Random170,brain,1040,40.0
chr10,-,9548119,9548120,16,Random170,brain,1040,40.0
