Chromosome,Strand,Start,End,Methylation_Percentage,GeneName,Tissue,Length,Median_CG_Content
chr1,-,145157219,145157220,0.0,Val-tRNA,epithelium,72,40.0
chr1,-,145157222,145157223,5.0,Val-tRNA,epithelium,72,40.0
chr1,-,145157223,145157224,0.0,Val-tRNA,epithelium,72,40.0
chr1,+,145157227,145157228,0.0,Val-tRNA,epithelium,72,40.0
chr1,+,146035692,146035693,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,+,146035693,146035694,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035697,146035698,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035699,146035700,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035700,146035701,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,+,146035702,146035703,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035705,146035706,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035707,146035708,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035708,146035709,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035712,146035713,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035713,146035714,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,+,146035722,146035723,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,+,146035724,146035725,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,+,146035726,146035727,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,+,146035737,146035738,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035742,146035743,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,+,146035750,146035751,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035759,146035760,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146035760,146035761,0.0,tRNA-Glu-CTC-1-2,epithelium,71,60.0
chr1,-,146039401,146039401,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039401,146039402,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039406,146039407,6.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039409,146039410,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039410,146039411,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039421,146039422,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039423,146039424,6.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039424,146039425,14.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039427,146039428,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039429,146039430,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039431,146039432,11.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039433,146039434,17.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039439,146039440,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039444,146039445,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039445,146039446,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039450,146039451,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039451,146039452,5.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039452,146039453,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039458,146039459,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039459,146039460,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039460,146039461,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039461,146039462,7.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,+,146039462,146039463,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039468,146039469,6.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039469,146039470,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,146039470,146039471,0.0,tRNA-Lys-CTT-2-1,epithelium,72,60.0
chr1,-,150045406,150045407,5.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045407,150045408,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045409,150045410,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045410,150045411,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045412,150045413,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045416,150045417,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045417,150045418,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045418,150045419,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045422,150045423,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045424,150045425,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045425,150045426,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045429,150045430,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045430,150045431,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045431,150045432,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045432,150045433,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045434,150045435,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045437,150045438,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045438,150045439,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045441,150045442,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045442,150045443,5.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045446,150045447,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,150045450,150045451,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045453,150045454,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045454,150045455,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045455,150045456,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045458,150045459,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045459,150045460,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045466,150045467,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045469,150045470,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045471,150045472,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045472,150045473,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045473,150045474,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045474,150045475,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,+,150045475,150045476,0.0,TRA-AGC20-1,epithelium,70,60.0
chr1,-,153671250,153671251,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671255,153671256,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671257,153671258,8.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671258,153671259,7.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671269,153671270,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671273,153671274,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671277,153671278,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671278,153671279,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,153671279,153671280,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,153671280,153671281,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,153671281,153671282,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,153671286,153671287,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,153671287,153671288,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671292,153671293,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671293,153671294,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671299,153671300,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,-,153671300,153671301,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,153671308,153671309,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,153671309,153671310,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,153671312,153671313,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,153671313,153671314,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,153671318,153671319,0.0,TRX-CAT1-5,epithelium,71,60.0
chr1,+,161440825,161440825,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,+,161440826,161440827,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,+,161440827,161440828,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,-,161440835,161440836,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,-,161440836,161440837,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,+,161440844,161440845,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,+,161440845,161440846,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,+,161440851,161440852,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,+,161440853,161440854,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,-,161440860,161440861,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,-,161440865,161440866,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,-,161440869,161440870,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,-,161440870,161440871,0.0,TRD-GTC2-8,epithelium,71,60.0
chr1,-,161523847,161523848,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523848,161523849,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,-,161523852,161523853,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,-,161523853,161523854,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,-,161523858,161523859,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523866,161523867,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,-,161523871,161523872,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523872,161523873,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523873,161523874,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523875,161523876,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,-,161523882,161523883,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,-,161523883,161523884,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,-,161523887,161523888,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,-,161523891,161523892,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523896,161523897,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523899,161523900,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523900,161523901,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523907,161523908,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523908,161523909,3.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523910,161523911,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523911,161523912,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,-,161523915,161523916,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161523916,161523917,0.0,tRNA-Gly-GCC-2-4,epithelium,70,60.0
chr1,+,161540242,161540243,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540248,161540249,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540249,161540250,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,+,161540252,161540253,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540262,161540263,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540285,161540286,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540286,161540287,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540289,161540290,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540290,161540291,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540292,161540293,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540293,161540294,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,+,161540300,161540301,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,+,161540301,161540302,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,+,161540302,161540303,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,+,161540304,161540305,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,+,161540305,161540306,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540309,161540310,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161540310,161540311,0.0,tRNA-Asn-GTT-1-1,epithelium,73,60.0
chr1,-,161612722,161612723,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612723,161612724,8.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612725,161612726,6.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612726,161612727,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612728,161612729,6.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612731,161612732,6.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612733,161612734,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612734,161612735,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612736,161612737,6.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612738,161612739,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,+,161612739,161612740,9.0,TRE-TTC5-1,epithelium,71,60.0
chr1,+,161612747,161612748,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,+,161612748,161612749,8.0,TRE-TTC5-1,epithelium,71,60.0
chr1,+,161612752,161612753,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612755,161612756,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612768,161612769,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,+,161612776,161612777,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,-,161612781,161612782,0.0,TRE-TTC5-1,epithelium,71,60.0
chr1,+,169419826,169419826,0.0,Random10,epithelium,1123,40.0
chr1,+,169419826,169419827,0.0,Random10,epithelium,1123,40.0
chr1,-,169419830,169419831,0.0,Random10,epithelium,1123,40.0
chr1,-,169419832,169419833,0.0,Random10,epithelium,1123,40.0
chr1,+,169419835,169419836,5.0,Random10,epithelium,1123,40.0
chr1,-,169419844,169419845,0.0,Random10,epithelium,1123,40.0
chr1,-,169419847,169419848,0.0,Random10,epithelium,1123,40.0
chr1,+,169419848,169419849,5.0,Random10,epithelium,1123,40.0
chr1,+,169419850,169419851,0.0,Random10,epithelium,1123,40.0
chr1,-,169419854,169419855,0.0,Random10,epithelium,1123,40.0
chr1,-,169419855,169419856,0.0,Random10,epithelium,1123,40.0
chr1,-,169419859,169419860,0.0,Random10,epithelium,1123,40.0
chr1,-,169419863,169419864,0.0,Random10,epithelium,1123,40.0
chr1,-,169419869,169419870,0.0,Random10,epithelium,1123,40.0
chr1,-,169419874,169419875,0.0,Random10,epithelium,1123,40.0
chr1,+,169419878,169419879,0.0,Random10,epithelium,1123,40.0
chr1,+,169419879,169419880,0.0,Random10,epithelium,1123,40.0
chr1,+,169419880,169419881,0.0,Random10,epithelium,1123,40.0
chr1,+,169419883,169419884,5.0,Random10,epithelium,1123,40.0
chr1,+,169419884,169419885,0.0,Random10,epithelium,1123,40.0
chr1,-,169419895,169419896,11.0,Random10,epithelium,1123,40.0
chr1,-,169419896,169419897,0.0,Random10,epithelium,1123,40.0
chr1,-,169419897,169419898,5.0,Random10,epithelium,1123,40.0
chr1,+,169419898,169419899,0.0,Random10,epithelium,1123,40.0
chr1,-,169419907,169419908,0.0,Random10,epithelium,1123,40.0
chr1,+,169419908,169419909,0.0,Random10,epithelium,1123,40.0
chr1,-,169419912,169419913,0.0,Random10,epithelium,1123,40.0
chr1,+,169419913,169419914,0.0,Random10,epithelium,1123,40.0
chr1,+,169419914,169419915,0.0,Random10,epithelium,1123,40.0
chr1,+,169419917,169419918,0.0,Random10,epithelium,1123,40.0
chr1,+,169419918,169419919,0.0,Random10,epithelium,1123,40.0
chr1,+,169419919,169419920,0.0,Random10,epithelium,1123,40.0
chr1,+,169419926,169419927,0.0,Random10,epithelium,1123,40.0
chr1,+,169419927,169419928,0.0,Random10,epithelium,1123,40.0
chr1,+,169419930,169419931,0.0,Random10,epithelium,1123,40.0
chr1,+,169419936,169419937,0.0,Random10,epithelium,1123,40.0
chr1,-,169419939,169419940,0.0,Random10,epithelium,1123,40.0
chr1,-,169419946,169419947,0.0,Random10,epithelium,1123,40.0
chr1,+,169419947,169419948,0.0,Random10,epithelium,1123,40.0
chr1,+,169419948,169419949,4.0,Random10,epithelium,1123,40.0
chr1,-,169419952,169419953,0.0,Random10,epithelium,1123,40.0
chr1,+,169419955,169419956,0.0,Random10,epithelium,1123,40.0
chr1,-,169419958,169419959,5.0,Random10,epithelium,1123,40.0
chr1,-,169419961,169419962,0.0,Random10,epithelium,1123,40.0
chr1,+,169419963,169419964,0.0,Random10,epithelium,1123,40.0
chr1,+,169419964,169419965,0.0,Random10,epithelium,1123,40.0
chr1,-,169419967,169419968,0.0,Random10,epithelium,1123,40.0
chr1,+,169419968,169419969,0.0,Random10,epithelium,1123,40.0
chr1,+,169419969,169419970,0.0,Random10,epithelium,1123,40.0
chr1,-,169419972,169419973,0.0,Random10,epithelium,1123,40.0
chr1,-,169419974,169419975,0.0,Random10,epithelium,1123,40.0
chr1,+,169419975,169419976,0.0,Random10,epithelium,1123,40.0
chr1,+,169419976,169419977,0.0,Random10,epithelium,1123,40.0
chr1,-,169419979,169419980,0.0,Random10,epithelium,1123,40.0
chr1,-,169419983,169419984,0.0,Random10,epithelium,1123,40.0
chr1,-,169419989,169419990,0.0,Random10,epithelium,1123,40.0
chr1,-,169419990,169419991,0.0,Random10,epithelium,1123,40.0
chr1,+,169419994,169419995,0.0,Random10,epithelium,1123,40.0
chr1,-,169420002,169420003,0.0,Random10,epithelium,1123,40.0
chr1,-,169420004,169420005,0.0,Random10,epithelium,1123,40.0
chr1,+,169420015,169420016,0.0,Random10,epithelium,1123,40.0
chr1,-,169420019,169420020,0.0,Random10,epithelium,1123,40.0
chr1,-,169420021,169420022,0.0,Random10,epithelium,1123,40.0
chr1,-,169420023,169420024,0.0,Random10,epithelium,1123,40.0
chr1,-,169420025,169420026,0.0,Random10,epithelium,1123,40.0
chr1,-,169420027,169420028,0.0,Random10,epithelium,1123,40.0
chr1,+,169420029,169420030,0.0,Random10,epithelium,1123,40.0
chr1,-,169420040,169420041,0.0,Random10,epithelium,1123,40.0
chr1,-,169420042,169420043,0.0,Random10,epithelium,1123,40.0
chr1,+,169420046,169420047,0.0,Random10,epithelium,1123,40.0
chr1,+,169420047,169420048,0.0,Random10,epithelium,1123,40.0
chr1,-,169420052,169420053,0.0,Random10,epithelium,1123,40.0
chr1,+,169420066,169420067,4.0,Random10,epithelium,1123,40.0
chr1,+,169420067,169420068,0.0,Random10,epithelium,1123,40.0
chr1,+,169420070,169420071,0.0,Random10,epithelium,1123,40.0
chr1,+,169420071,169420072,0.0,Random10,epithelium,1123,40.0
chr1,+,169420074,169420075,0.0,Random10,epithelium,1123,40.0
chr1,+,169420076,169420077,0.0,Random10,epithelium,1123,40.0
chr1,+,169420078,169420079,0.0,Random10,epithelium,1123,40.0
chr1,-,169420087,169420088,0.0,Random10,epithelium,1123,40.0
chr1,+,169420089,169420090,0.0,Random10,epithelium,1123,40.0
chr1,+,169420093,169420094,8.0,Random10,epithelium,1123,40.0
chr1,+,169420101,169420102,4.0,Random10,epithelium,1123,40.0
chr1,-,169420113,169420114,5.0,Random10,epithelium,1123,40.0
chr1,-,169420114,169420115,0.0,Random10,epithelium,1123,40.0
chr1,-,169420119,169420120,0.0,Random10,epithelium,1123,40.0
chr1,+,169420121,169420122,0.0,Random10,epithelium,1123,40.0
chr1,+,169420124,169420125,4.0,Random10,epithelium,1123,40.0
chr1,+,169420135,169420136,0.0,Random10,epithelium,1123,40.0
chr1,+,169420137,169420138,0.0,Random10,epithelium,1123,40.0
chr1,+,169420146,169420147,0.0,Random10,epithelium,1123,40.0
chr1,-,169420151,169420152,0.0,Random10,epithelium,1123,40.0
chr1,+,169420162,169420163,0.0,Random10,epithelium,1123,40.0
chr1,+,169420164,169420165,3.0,Random10,epithelium,1123,40.0
chr1,+,169420168,169420169,0.0,Random10,epithelium,1123,40.0
chr1,+,169420169,169420170,0.0,Random10,epithelium,1123,40.0
chr1,+,169420172,169420173,0.0,Random10,epithelium,1123,40.0
chr1,+,169420174,169420175,0.0,Random10,epithelium,1123,40.0
chr1,-,169420179,169420180,0.0,Random10,epithelium,1123,40.0
chr1,-,169420181,169420182,3.0,Random10,epithelium,1123,40.0
chr1,-,169420186,169420187,0.0,Random10,epithelium,1123,40.0
chr1,+,169420187,169420188,0.0,Random10,epithelium,1123,40.0
chr1,+,169420191,169420192,0.0,Random10,epithelium,1123,40.0
chr1,-,169420197,169420198,0.0,Random10,epithelium,1123,40.0
chr1,-,169420200,169420201,0.0,Random10,epithelium,1123,40.0
chr1,+,169420202,169420203,0.0,Random10,epithelium,1123,40.0
chr1,+,169420206,169420207,0.0,Random10,epithelium,1123,40.0
chr1,+,169420208,169420209,0.0,Random10,epithelium,1123,40.0
chr1,-,169420222,169420223,0.0,Random10,epithelium,1123,40.0
chr1,-,169420227,169420228,3.0,Random10,epithelium,1123,40.0
chr1,+,169420229,169420230,0.0,Random10,epithelium,1123,40.0
chr1,+,169420231,169420232,0.0,Random10,epithelium,1123,40.0
chr1,+,169420232,169420233,0.0,Random10,epithelium,1123,40.0
chr1,+,169420238,169420239,4.0,Random10,epithelium,1123,40.0
chr1,+,169420239,169420240,0.0,Random10,epithelium,1123,40.0
chr1,+,169420244,169420245,0.0,Random10,epithelium,1123,40.0
chr1,+,169420248,169420249,0.0,Random10,epithelium,1123,40.0
chr1,-,169420251,169420252,0.0,Random10,epithelium,1123,40.0
chr1,-,169420253,169420254,3.0,Random10,epithelium,1123,40.0
chr1,+,169420262,169420263,0.0,Random10,epithelium,1123,40.0
chr1,+,169420269,169420270,0.0,Random10,epithelium,1123,40.0
chr1,-,169420272,169420273,0.0,Random10,epithelium,1123,40.0
chr1,+,169420277,169420278,0.0,Random10,epithelium,1123,40.0
chr1,-,169420281,169420282,0.0,Random10,epithelium,1123,40.0
chr1,-,169420285,169420286,0.0,Random10,epithelium,1123,40.0
chr1,+,169420287,169420288,0.0,Random10,epithelium,1123,40.0
chr1,-,169420293,169420294,0.0,Random10,epithelium,1123,40.0
chr1,-,169420295,169420296,0.0,Random10,epithelium,1123,40.0
chr1,+,169420296,169420297,0.0,Random10,epithelium,1123,40.0
chr1,-,169420302,169420303,0.0,Random10,epithelium,1123,40.0
chr1,-,169420304,169420305,0.0,Random10,epithelium,1123,40.0
chr1,+,169420306,169420307,0.0,Random10,epithelium,1123,40.0
chr1,+,169420307,169420308,0.0,Random10,epithelium,1123,40.0
chr1,-,169420310,169420311,0.0,Random10,epithelium,1123,40.0
chr1,-,169420312,169420313,0.0,Random10,epithelium,1123,40.0
chr1,-,169420319,169420320,0.0,Random10,epithelium,1123,40.0
chr1,+,169420320,169420321,0.0,Random10,epithelium,1123,40.0
chr1,+,169420322,169420323,0.0,Random10,epithelium,1123,40.0
chr1,-,169420328,169420329,0.0,Random10,epithelium,1123,40.0
chr1,+,169420329,169420330,0.0,Random10,epithelium,1123,40.0
chr1,-,169420332,169420333,0.0,Random10,epithelium,1123,40.0
chr1,+,169420333,169420334,0.0,Random10,epithelium,1123,40.0
chr1,+,169420335,169420336,0.0,Random10,epithelium,1123,40.0
chr1,+,169420336,169420337,0.0,Random10,epithelium,1123,40.0
chr1,+,169420337,169420338,0.0,Random10,epithelium,1123,40.0
chr1,-,169420343,169420344,0.0,Random10,epithelium,1123,40.0
chr1,-,169420344,169420345,0.0,Random10,epithelium,1123,40.0
chr1,+,169420347,169420348,0.0,Random10,epithelium,1123,40.0
chr1,-,169420356,169420357,3.0,Random10,epithelium,1123,40.0
chr1,-,169420358,169420359,0.0,Random10,epithelium,1123,40.0
chr1,-,169420360,169420361,0.0,Random10,epithelium,1123,40.0
chr1,+,169420361,169420362,0.0,Random10,epithelium,1123,40.0
chr1,-,169420364,169420365,0.0,Random10,epithelium,1123,40.0
chr1,-,169420366,169420367,0.0,Random10,epithelium,1123,40.0
chr1,-,169420367,169420368,0.0,Random10,epithelium,1123,40.0
chr1,+,169420371,169420372,0.0,Random10,epithelium,1123,40.0
chr1,+,169420377,169420378,0.0,Random10,epithelium,1123,40.0
chr1,-,169420385,169420386,0.0,Random10,epithelium,1123,40.0
chr1,+,169420387,169420388,0.0,Random10,epithelium,1123,40.0
chr1,-,169420390,169420391,0.0,Random10,epithelium,1123,40.0
chr1,+,169420394,169420395,0.0,Random10,epithelium,1123,40.0
chr1,+,169420396,169420397,0.0,Random10,epithelium,1123,40.0
chr1,-,169420414,169420415,0.0,Random10,epithelium,1123,40.0
chr1,+,169420415,169420416,0.0,Random10,epithelium,1123,40.0
chr1,-,169420420,169420421,0.0,Random10,epithelium,1123,40.0
chr1,+,169420421,169420422,0.0,Random10,epithelium,1123,40.0
chr1,+,169420422,169420423,0.0,Random10,epithelium,1123,40.0
chr1,+,169420427,169420428,0.0,Random10,epithelium,1123,40.0
chr1,-,169420439,169420440,0.0,Random10,epithelium,1123,40.0
chr1,+,169420440,169420441,0.0,Random10,epithelium,1123,40.0
chr1,+,169420450,169420451,0.0,Random10,epithelium,1123,40.0
chr1,+,169420451,169420452,0.0,Random10,epithelium,1123,40.0
chr1,+,169420462,169420463,0.0,Random10,epithelium,1123,40.0
chr1,+,169420463,169420464,0.0,Random10,epithelium,1123,40.0
chr1,+,169420464,169420465,0.0,Random10,epithelium,1123,40.0
chr1,-,169420472,169420473,0.0,Random10,epithelium,1123,40.0
chr1,-,169420475,169420476,0.0,Random10,epithelium,1123,40.0
chr1,+,169420480,169420481,0.0,Random10,epithelium,1123,40.0
chr1,+,169420482,169420483,0.0,Random10,epithelium,1123,40.0
chr1,+,169420484,169420485,0.0,Random10,epithelium,1123,40.0
chr1,+,169420485,169420486,0.0,Random10,epithelium,1123,40.0
chr1,+,169420490,169420491,0.0,Random10,epithelium,1123,40.0
chr1,+,169420492,169420493,0.0,Random10,epithelium,1123,40.0
chr1,-,169420495,169420496,0.0,Random10,epithelium,1123,40.0
chr1,-,169420496,169420497,4.0,Random10,epithelium,1123,40.0
chr1,-,169420497,169420498,0.0,Random10,epithelium,1123,40.0
chr1,-,169420499,169420500,4.0,Random10,epithelium,1123,40.0
